location,date,total_cases,population,Total_Cases_Count
United States,2021-03-23 00:00:00.000,29926950,331002647,9.04130231925305
United States,2021-03-24 00:00:00.000,30013910,331002647,9.06757401248214
United States,2021-03-25 00:00:00.000,30081375,331002647,9.08795602471421
United States,2021-03-26 00:00:00.000,30158696,331002647,9.11131565663884
United States,2021-03-27 00:00:00.000,30221396,331002647,9.13025810334381
United States,2021-03-28 00:00:00.000,30264493,331002647,9.14327824091389
United States,2021-03-29 00:00:00.000,30333922,331002647,9.16425360187528
United States,2021-03-30 00:00:00.000,30395171,331002647,9.18275768350578
United States,2021-03-31 00:00:00.000,30462210,331002647,9.20301099586071
United States,2021-04-01 00:00:00.000,30541255,331002647,9.22689146954163
United States,2021-04-02 00:00:00.000,30611086,331002647,9.24798827968285
United States,2021-04-03 00:00:00.000,30674153,331002647,9.26704160163408
United States,2021-04-04 00:00:00.000,30709125,331002647,9.27760707605459
United States,2021-04-05 00:00:00.000,30786804,331002647,9.301074864214
United States,2021-04-06 00:00:00.000,30847348,331002647,9.31936595661122
United States,2021-04-07 00:00:00.000,30922386,331002647,9.34203586595487
United States,2021-04-08 00:00:00.000,31002264,331002647,9.3661679992547
United States,2021-04-09 00:00:00.000,31084962,331002647,9.39115208948767
United States,2021-04-10 00:00:00.000,31151497,331002647,9.41125313719923
United States,2021-04-11 00:00:00.000,31197877,331002647,9.42526510973793
United States,2021-04-12 00:00:00.000,31268107,331002647,9.44648246272182
United States,2021-04-13 00:00:00.000,31345985,331002647,9.47001037124637
United States,2021-04-14 00:00:00.000,31421360,331002647,9.49278209246466
United States,2021-04-15 00:00:00.000,31495649,331002647,9.51522571962997
United States,2021-04-16 00:00:00.000,31575640,331002647,9.5393919916296
United States,2021-04-17 00:00:00.000,31628013,331002647,9.55521452370742
United States,2021-04-18 00:00:00.000,31670031,331002647,9.56790868201123
United States,2021-04-19 00:00:00.000,31737964,331002647,9.58843208284072
United States,2021-04-20 00:00:00.000,31799237,331002647,9.60694341516852
United States,2021-04-21 00:00:00.000,31862094,331002647,9.62593329351835
United States,2021-04-22 00:00:00.000,31929351,331002647,9.64625246637378
United States,2021-04-23 00:00:00.000,31991750,331002647,9.66510397725007
United States,2021-04-24 00:00:00.000,32045113,331002647,9.68122560059165
United States,2021-04-25 00:00:00.000,32077178,331002647,9.69091283430129
United States,2021-04-26 00:00:00.000,32124869,331002647,9.70532087618018
United States,2021-04-27 00:00:00.000,32175725,331002647,9.72068510376595
United States,2021-04-28 00:00:00.000,32230850,331002647,9.73733904913455
United States,2021-04-29 00:00:00.000,32289049,331002647,9.75492168798275
United States,2021-04-30 00:00:00.000,32346971,331002647,9.77242064169958
